bin_maxbins_20_x,bin_maxbins_20_x_end,bin_maxbins_20_y,bin_maxbins_20_y_end,mean_z
90.0,95.0,10.0,15.0,0.488806217060118
75.0,80.0,45.0,50.0,0.5368790038108897
60.0,65.0,40.0,45.0,0.5038057931290434
95.0,100.0,10.0,15.0,0.5005696823533556
20.0,25.0,15.0,20.0,0.4955876331864681
45.0,50.0,35.0,40.0,0.49989839505806727
40.0,45.0,30.0,35.0,0.4766729207244514
10.0,15.0,15.0,20.0,0.504827236309023
45.0,50.0,20.0,25.0,0.4869062775857982
0.0,5.0,15.0,20.0,0.5113753325010096
50.0,55.0,5.0,10.0,0.46943829258242903
40.0,45.0,25.0,30.0,0.5092762372055631
85.0,90.0,35.0,40.0,0.48229575366150085
55.0,60.0,10.0,15.0,0.49154150543975283
0.0,5.0,5.0,10.0,0.4846806838503192
45.0,50.0,5.0,10.0,0.4782001244372368
55.0,60.0,35.0,40.0,0.48217185305195764
0.0,5.0,10.0,15.0,0.516643775982086
35.0,40.0,35.0,40.0,0.5266418486855886
15.0,20.0,0.0,5.0,0.4975600740047269
75.0,80.0,40.0,45.0,0.4669318318457729
50.0,55.0,25.0,30.0,0.4788734484001679
75.0,80.0,25.0,30.0,0.5191245038649984
20.0,25.0,35.0,40.0,0.5022694632330975
80.0,85.0,40.0,45.0,0.5088476752099252
95.0,100.0,30.0,35.0,0.4792262667893974
